ID	LID	DOCULECT	CONCEPT	VALUE	COGID
1606	Allen2007-1606	Lanping	behind	ɣɯ⁴⁴mi³³nɔ⁴⁴	671
1607	Allen2007-1607	Qiliqiao	behind	ɔ²¹tɔ³⁵mi⁴⁴	710
1608	Allen2007-1608	Yunlong	behind	dɔ³¹xɯ⁵⁵	733
1609	Allen2007-1609	Xiangyun	behind	ɣɯ³³sɛ̃²¹	675
1610	Allen2007-1610	Luobenzhuo	behind	dɯ̃³¹xɯ̃³³	733
1611	Allen2007-1611	Zhoucheng	behind	ɣɯ³³tɔ³¹pe²¹	674
2530	Allen2007-2530	Jianchuan	believe	ɕĩ³¹	264
2531	Allen2007-2531	Eryuan	believe	ɕi³¹	264
2532	Allen2007-2532	Heqing	believe	ɕʰĩ³¹	264
2533	Allen2007-2533	Lanping	believe	ɕĩɛ̃⁴²	264
2534	Allen2007-2534	Qiliqiao	believe	ɕa³³ɕɯ⁵⁵	263
2535	Allen2007-2535	Yunlong	believe	ɕi³¹	264
2536	Allen2007-2536	Xiangyun	believe	ɕɛ⁴²	264
2537	Allen2007-2537	Luobenzhuo	believe	da³¹sæ̃⁴²	265
2538	Allen2007-2538	Zhoucheng	believe	ɕi³¹	264
397	Allen2007-397	Jianchuan	belly,stomach	fɤ⁴⁴	770
398	Allen2007-398	Eryuan	belly,stomach	fɤ⁴⁴	770
399	Allen2007-399	Heqing	belly,stomach	fɤ⁴⁴	770
400	Allen2007-400	Lanping	belly,stomach	ʐɛ³¹kʰu³³	771
401	Allen2007-401	Qiliqiao	belly,stomach	fɤ⁴⁴	770
402	Allen2007-402	Yunlong	belly,stomach	fɤ⁴⁴	770
403	Allen2007-403	Xiangyun	belly,stomach	fɤ⁴⁴	770
404	Allen2007-404	Luobenzhuo	belly,stomach	ʐa⁴⁴	783
405	Allen2007-405	Zhoucheng	belly,stomach	fɤ⁴⁴	770
2863	Allen2007-2863	Jianchuan	big	tou⁴²	803
2864	Allen2007-2864	Eryuan	big	tɔ³¹	803
2865	Allen2007-2865	Heqing	big	tɔu⁴²	803
2866	Allen2007-2866	Lanping	big	to³¹	803
2867	Allen2007-2867	Qiliqiao	big	tɔ³¹	803
2868	Allen2007-2868	Yunlong	big	dao³¹	803
2869	Allen2007-2869	Xiangyun	big	tɔu²¹	803
2870	Allen2007-2870	Luobenzhuo	big	ʈao⁴⁴	803
2871	Allen2007-2871	Zhoucheng	big	tɔ³¹	803
4123	Allen2007-4123	Jianchuan	bird	tsou⁴⁴tsɿ³³	804
4124	Allen2007-4124	Eryuan	bird	tsɔ⁵⁵	816
4125	Allen2007-4125	Heqing	bird	tsou⁴⁴tsɿ³³	804
4126	Allen2007-4126	Lanping	bird	tsu⁵⁵tsɿ⁵⁵	804
4127	Allen2007-4127	Qiliqiao	bird	tso⁴⁴	816
4128	Allen2007-4128	Yunlong	bird	tsu⁴⁴	816
4129	Allen2007-4129	Xiangyun	bird	tsɔ⁴⁴	816
4130	Allen2007-4130	Luobenzhuo	bird	tsuɔ⁵⁵	816
4131	Allen2007-4131	Zhoucheng	bird	tso⁴⁴	816
1630	Allen2007-1630	Jianchuan	bite	ŋa⁴⁴	115
1631	Allen2007-1631	Eryuan	bite	ŋa⁴⁴	115
1632	Allen2007-1632	Heqing	bite	ŋa⁴⁴	115
1633	Allen2007-1633	Lanping	bite	ŋa⁴⁴	115
1634	Allen2007-1634	Qiliqiao	bite	ŋa⁴⁴	115
1635	Allen2007-1635	Yunlong	bite	ŋa⁴⁴	115
1636	Allen2007-1636	Xiangyun	bite	ŋa⁴⁴	115
1637	Allen2007-1637	Luobenzhuo	bite	ɴã⁵⁵	115
1638	Allen2007-1638	Zhoucheng	bite	ŋa⁴⁴	115
3385	Allen2007-3385	Jianchuan	bitter	kʰu³³	835
3386	Allen2007-3386	Eryuan	bitter	kʰu³³	835
3387	Allen2007-3387	Heqing	bitter	kʰu³³	835
3388	Allen2007-3388	Lanping	bitter	kʰu⁴⁴	835
3389	Allen2007-3389	Qiliqiao	bitter	kʰu³³	835
3390	Allen2007-3390	Yunlong	bitter	kʰu³³	835
3391	Allen2007-3391	Xiangyun	bitter	kʰu³³	835
3392	Allen2007-3392	Luobenzhuo	bitter	qʰɤ³³	835
3393	Allen2007-3393	Zhoucheng	bitter	kʰu³³	835
3115	Allen2007-3115	Jianchuan	black	xɯ⁴⁴	844
3116	Allen2007-3116	Eryuan	black	xɯ⁴⁴	844
3117	Allen2007-3117	Heqing	black	xɯ⁴⁴	844
3118	Allen2007-3118	Lanping	black	xɯ⁴⁴	844
3119	Allen2007-3119	Qiliqiao	black	xɯ⁴⁴	844
3120	Allen2007-3120	Yunlong	black	xɯ⁴⁴	844
3121	Allen2007-3121	Xiangyun	black	xou⁴⁴	844
3122	Allen2007-3122	Luobenzhuo	black	xɯ⁵⁵	844
3123	Allen2007-3123	Zhoucheng	black	xɯ⁴⁴	844
460	Allen2007-460	Jianchuan	blood	sua⁴⁴	856
461	Allen2007-461	Eryuan	blood	sua⁴⁴	856
462	Allen2007-462	Heqing	blood	sʰua⁴⁴	856
463	Allen2007-463	Lanping	blood	sua⁴⁴	856
464	Allen2007-464	Qiliqiao	blood	ʃua⁴⁴	856
465	Allen2007-465	Yunlong	blood	sua⁴⁴	856
466	Allen2007-466	Xiangyun	blood	sua⁴⁴	856
467	Allen2007-467	Luobenzhuo	blood	sua⁵⁵	856
468	Allen2007-468	Zhoucheng	blood	sua⁴⁴	856
1666	Allen2007-1666	Jianchuan	blow	pʰɯ⁵⁵	863
1667	Allen2007-1667	Eryuan	blow	pʰɯ⁵⁵	863
1668	Allen2007-1668	Heqing	blow	pʰɯ⁵⁵	863
1669	Allen2007-1669	Lanping	blow	pʰu⁵⁵	863
1670	Allen2007-1670	Qiliqiao	blow	pʰɯ⁵⁵	863
1671	Allen2007-1671	Yunlong	blow	pʰɯ⁵⁵	863
1672	Allen2007-1672	Xiangyun	blow	pʰou⁵⁵	863
1673	Allen2007-1673	Luobenzhuo	blow	pʰɯ⁴⁴	863
1674	Allen2007-1674	Zhoucheng	blow	pʰɯ⁵⁵	863
3088	Allen2007-3088	Jianchuan	blue	tɕʰɛ̃⁵⁵/piɛ⁴⁴	359
3089	Allen2007-3089	Eryuan	blue	tɕʰɛ⁵⁵	359
3090	Allen2007-3090	Heqing	blue	tɕʰɛ̃⁵⁵/piɛ⁴⁴	359
3091	Allen2007-3091	Lanping	blue	tɕʰɛ̃⁵⁵	359
3092	Allen2007-3092	Qiliqiao	blue	tsʰɛ⁵⁵	359
3093	Allen2007-3093	Yunlong	blue	tɕʰɛ⁵⁵	359
3094	Allen2007-3094	Xiangyun	blue	tɕʰɛ̃⁵⁵	359
3095	Allen2007-3095	Luobenzhuo	blue	tɕʰã⁴⁴	359
3096	Allen2007-3096	Zhoucheng	blue	tɕʰɛ⁵⁵	359
4503	0	Heqing	blue		554
4504	0	Jianchuan	blue		554
3268	Allen2007-3268	Jianchuan	blunt (knife)	tua³¹	379
3269	Allen2007-3269	Eryuan	blunt (knife)	tua³¹	379
3270	Allen2007-3270	Heqing	blunt (knife)	tua³¹	379
3271	Allen2007-3271	Lanping	blunt (knife)	tɯ²¹	379
3272	Allen2007-3272	Qiliqiao	blunt (knife)	ji³¹mu³³	380
3273	Allen2007-3273	Yunlong	blunt (knife)	tua³¹	379
3274	Allen2007-3274	Xiangyun	blunt (knife)	tue³³	379
3275	Allen2007-3275	Luobenzhuo	blunt (knife)	ʈɛ⁵⁵	379
3276	Allen2007-3276	Zhoucheng	blunt (knife)	ji³¹mu³³	380
244	Allen2007-244	Jianchuan	body	tsʰɛ̃⁵⁵kʰɯ³¹	1200
245	Allen2007-245	Eryuan	body	tsʰɿ⁵⁵kɯ³¹	1200
246	Allen2007-246	Heqing	body	tsʰɿ⁵⁵kɯ³¹	1200
247	Allen2007-247	Lanping	body	tsʰɯ̃⁵⁵kɯ²¹	1200
248	Allen2007-248	Qiliqiao	body	tsʰɿ⁵⁵kɯ³¹	1200
249	Allen2007-249	Yunlong	body	tsʰɿ⁵⁵kɯ³¹	1200
250	Allen2007-250	Xiangyun	body	tsʰɛ̃⁵⁵kou³¹	1200
251	Allen2007-251	Luobenzhuo	body	tɕʰi⁵⁵kɯ⁴⁴	1200
252	Allen2007-252	Zhoucheng	body	tsʰɿ⁵⁵kɯ³¹	1200
2134	Allen2007-2134	Jianchuan	boil (water)	xua⁴⁴	873
2135	Allen2007-2135	Eryuan	boil (water)	xua⁴⁴	873
2136	Allen2007-2136	Heqing	boil (water)	xua⁴⁴	873
2137	Allen2007-2137	Lanping	boil (water)	xua⁴⁴	873
2138	Allen2007-2138	Qiliqiao	boil (water)	xua⁴⁴	873
2139	Allen2007-2139	Yunlong	boil (water)	xua⁴⁴	873
2140	Allen2007-2140	Xiangyun	boil (water)	xua⁴⁴	873
2141	Allen2007-2141	Luobenzhuo	boil (water)	χua⁴⁴	873
2142	Allen2007-2142	Zhoucheng	boil (water)	xua⁴⁴	873
451	Allen2007-451	Jianchuan	bone	kua⁴⁴tɯ²¹	874
452	Allen2007-452	Eryuan	bone	kua⁴⁴tɯ²¹	874
453	Allen2007-453	Heqing	bone	kua⁴⁴tɯ²¹	874
454	Allen2007-454	Lanping	bone	kua⁴⁴tse⁴⁴	875
455	Allen2007-455	Qiliqiao	bone	kua⁴⁴tɯ²¹	874
456	Allen2007-456	Yunlong	bone	kua⁴⁴tɯ²¹	874
457	Allen2007-457	Xiangyun	bone	kua⁴⁴tou²¹	874
458	Allen2007-458	Luobenzhuo	bone	qua⁵⁵tsɛ⁴⁴	875
459	Allen2007-459	Zhoucheng	bone	kua⁴⁴tɯ²¹	874
1369	Allen2007-1369	Jianchuan	book	sɤ⁵⁵tsʰuɛ⁴⁴	72
1370	Allen2007-1370	Eryuan	book	sɤ³⁵tsʰuɛ⁴⁴	72
1371	Allen2007-1371	Heqing	book	suɔ³⁵tɕʰuɛ⁴⁴	72
1372	Allen2007-1372	Lanping	book	sɿ⁴⁴tɕʰuɛ³³	72
1373	Allen2007-1373	Qiliqiao	book	sɿ³⁵ʧʰuɛ⁴⁴	72
1374	Allen2007-1374	Yunlong	book	ʃɤ³⁵tsʰuɛ⁴⁴	72
1375	Allen2007-1375	Xiangyun	book	sɤ³⁵tɕʰuɛ⁴⁴	72
1376	Allen2007-1376	Luobenzhuo	book	su³³pɯ³¹	73
1377	Allen2007-1377	Zhoucheng	book	sɿ³⁵tsʰuɛ⁴⁴	72
1198	Allen2007-1198	Jianchuan	bottle	ku²¹	22
1199	Allen2007-1199	Eryuan	bottle	ku²¹	22
1200	Allen2007-1200	Heqing	bottle	pĩɛ̃²¹	23
1201	Allen2007-1201	Lanping	bottle	ku²¹kʰu⁵⁵	21
1202	Allen2007-1202	Qiliqiao	bottle	ku²¹	22
1203	Allen2007-1203	Yunlong	bottle	ʔɯ⁴⁴kʰao³³	24
1204	Allen2007-1204	Xiangyun	bottle	pɛ̃²¹	23
1205	Allen2007-1205	Luobenzhuo	bottle	vĩ⁵⁵tʰã⁵⁵	25
1206	Allen2007-1206	Zhoucheng	bottle	ku²¹	22
838	Allen2007-838	Jianchuan	bracelet	tɕi²¹	1323
839	Allen2007-839	Eryuan	bracelet	kʲi²¹	1323
840	Allen2007-840	Heqing	bracelet	tɕĩ²¹	1323
841	Allen2007-841	Lanping	bracelet	tɕĩ³¹(pʰɔ³³)	1322
842	Allen2007-842	Qiliqiao	bracelet	tɕi²¹	1323
843	Allen2007-843	Yunlong	bracelet	tɕi²¹	1323
844	Allen2007-844	Xiangyun	bracelet	sou³³tɕi²¹	1325
845	Allen2007-845	Luobenzhuo	bracelet	tyɛ²¹	1323
846	Allen2007-846	Zhoucheng	bracelet	kʲi²¹	1323
2116	Allen2007-2116	Jianchuan	braise	tsɯ̃⁵⁵	175
2117	Allen2007-2117	Eryuan	braise	tʂɯ³⁵	175
2118	Allen2007-2118	Heqing	braise	tsɯ̃⁵⁵	175
2119	Allen2007-2119	Lanping	braise	tsɯ̃⁵⁵	175
2120	Allen2007-2120	Qiliqiao	braise	tsɯ³⁵	175
2121	Allen2007-2121	Yunlong	braise	tsɯ³⁵	175
2122	Allen2007-2122	Xiangyun	braise	tsɯ̃³⁵	175
2123	Allen2007-2123	Luobenzhuo	braise	ʈɯ̃⁵⁵	175
2124	Allen2007-2124	Zhoucheng	braise	tsɯ³⁵	175
2737	Allen2007-2737	Jianchuan	break,cleave	pou³¹	315
2738	Allen2007-2738	Eryuan	break,cleave	pʰɔ²¹	315
2739	Allen2007-2739	Heqing	break,cleave	pʰɔu³¹	315
2740	Allen2007-2740	Lanping	break,cleave	pʰo³¹	315
2741	Allen2007-2741	Qiliqiao	break,cleave	pʰɔ³¹	315
2742	Allen2007-2742	Yunlong	break,cleave	ɕo³¹	316
2743	Allen2007-2743	Xiangyun	break,cleave	tʰɛ̃⁵⁵	317
2744	Allen2007-2744	Luobenzhuo	break,cleave	tɤ³³quɛ⁴²	318
2745	Allen2007-2745	Zhoucheng	break,cleave	pʰɔ³¹	315
955	Allen2007-955	Jianchuan	breakfast	tsʰã⁵⁵	1348
956	Allen2007-956	Eryuan	breakfast	tsʰa⁵⁵	1348
957	Allen2007-957	Heqing	breakfast	tsʰã⁵⁵	1348
958	Allen2007-958	Lanping	breakfast	tsʰã⁴⁴	1348
959	Allen2007-959	Qiliqiao	breakfast	tsʰa⁵⁵	1348
960	Allen2007-960	Yunlong	breakfast	tsʰa⁵⁵	1348
961	Allen2007-961	Xiangyun	breakfast	tsʰã⁵⁵	1348
962	Allen2007-962	Luobenzhuo	breakfast	ma³¹pa⁴²tsɛ²¹tsɛ²¹bɛ̃³³	1349
963	Allen2007-963	Zhoucheng	breakfast	tsʰa⁵⁵	1348
388	Allen2007-388	Jianchuan	breast	pa⁴²	914
389	Allen2007-389	Eryuan	breast	pa⁴²	914
390	Allen2007-390	Heqing	breast	pa⁴²tu³⁵	901
391	Allen2007-391	Lanping	breast	pa⁴²pe⁵⁵	902
392	Allen2007-392	Qiliqiao	breast	pa⁴²ku²¹	903
393	Allen2007-393	Yunlong	breast	pa⁴²	914
394	Allen2007-394	Xiangyun	breast	pa⁴²	914
395	Allen2007-395	Luobenzhuo	breast	pa⁴⁴	914
396	Allen2007-396	Zhoucheng	breast	pa⁴²	914
730	Allen2007-730	Jianchuan	bridge	ku²¹	951
731	Allen2007-731	Eryuan	bridge	ku²¹	951
732	Allen2007-732	Heqing	bridge	ku²¹	951
733	Allen2007-733	Lanping	bridge	kuɔ³¹	951
734	Allen2007-734	Qiliqiao	bridge	ku²¹	951
735	Allen2007-735	Yunlong	bridge	ku²¹	951
736	Allen2007-736	Xiangyun	bridge	ku²¹	951
737	Allen2007-737	Luobenzhuo	bridge	qẽ⁵⁵kɤ³³	952
738	Allen2007-738	Zhoucheng	bridge	ku²¹	951
1135	Allen2007-1135	Jianchuan	broom	tsue⁴⁴	3
1136	Allen2007-1136	Eryuan	broom	tʂue⁴⁴kɤ²¹	2
1137	Allen2007-1137	Heqing	broom	tsue⁴⁴kɯ²¹	2
1138	Allen2007-1138	Lanping	broom	tsue⁴⁴ku³¹	2
1139	Allen2007-1139	Qiliqiao	broom	tɕy⁴⁴kɤ³¹	2
1140	Allen2007-1140	Yunlong	broom	yɛ⁴⁴kɤ²¹	4
1141	Allen2007-1141	Xiangyun	broom	tsue⁴⁴	3
1142	Allen2007-1142	Luobenzhuo	broom	tuɛ⁵⁵	3
1143	Allen2007-1143	Zhoucheng	broom	tsue⁴⁴kɤ³¹	2
1072	Allen2007-1072	Jianchuan	brown sugar	tsʰɛ̃⁴⁴so⁵⁵to²¹	1359
1073	Allen2007-1073	Eryuan	brown sugar	ʂo³⁵tɔ²¹	1360
1074	Allen2007-1074	Heqing	brown sugar	tsʰɛ̃⁴⁴sɔu³⁵tɔu²¹	1359
1075	Allen2007-1075	Lanping	brown sugar	sɿ⁵⁵tao⁴²	1360
1076	Allen2007-1076	Qiliqiao	brown sugar	sɔ⁵⁵tɔ²¹	1360
1077	Allen2007-1077	Yunlong	brown sugar	sao³⁵tao²¹	1360
1078	Allen2007-1078	Xiangyun	brown sugar	so³⁵to²¹	1360
1079	Allen2007-1079	Luobenzhuo	brown sugar	ɕõ⁵⁵tao³¹	1360
1080	Allen2007-1080	Zhoucheng	brown sugar	sɔ³⁵tɔ²¹	1360
1153	Allen2007-1153	Jianchuan	bucket	tʰɤ̃³¹	10
1154	Allen2007-1154	Eryuan	bucket	tʰɤ²¹	10
1155	Allen2007-1155	Heqing	bucket	tʰɔ̃³¹	10
1156	Allen2007-1156	Lanping	bucket	tɯ̃⁵⁵	10
1157	Allen2007-1157	Qiliqiao	bucket	tʰɤ²¹	10
1158	Allen2007-1158	Yunlong	bucket	tʰɤ²¹	10
1159	Allen2007-1159	Xiangyun	bucket	tʰɛ̃⁴²	10
1160	Allen2007-1160	Luobenzhuo	bucket	tʰʊ³³	10
1161	Allen2007-1161	Zhoucheng	bucket	tʰɤ³¹	10
4465	Allen2007-4465	Jianchuan	buckwheat	kɤ²¹	971
4466	Allen2007-4466	Eryuan	buckwheat	kɤ²¹	971
4467	Allen2007-4467	Heqing	buckwheat	kuɔ²¹	971
4468	Allen2007-4468	Lanping	buckwheat	kɔ²¹	971
4469	Allen2007-4469	Qiliqiao	buckwheat	kɤ²¹	971
4470	Allen2007-4470	Yunlong	buckwheat	kɤ²¹	971
4471	Allen2007-4471	Xiangyun	buckwheat	kɯ²¹	971
4472	Allen2007-4472	Luobenzhuo	buckwheat	kɤ³¹	971
4473	Allen2007-4473	Zhoucheng	buckwheat	kɤ²¹	971
4231	Allen2007-4231	Jianchuan	butterfly	kou⁵⁵lɛ⁴⁴tsɿ³³	1115
4232	Allen2007-4232	Eryuan	butterfly	kɔ⁵⁵lɛ⁴⁴	1116
4233	Allen2007-4233	Heqing	butterfly	kou³⁵lɛ⁴⁴lɛ⁴⁴tsɿ³³	1114
4234	Allen2007-4234	Lanping	butterfly	ku⁵⁵le³³(tsɿ³³)	1115
4235	Allen2007-4235	Qiliqiao	butterfly	kɔ⁵⁵li⁴⁴	1116
4236	Allen2007-4236	Yunlong	butterfly	kɔ⁵⁵lɛ⁴⁴	1116
4237	Allen2007-4237	Xiangyun	butterfly	kɔ³⁵li⁴⁴tsɿ³³	1115
4238	Allen2007-4238	Luobenzhuo	butterfly	qɛ⁴⁴lɛ⁴⁴	1116
4239	Allen2007-4239	Zhoucheng	butterfly	kɔ⁵⁵lɛ⁴⁴tsɿ³³	1115
2026	Allen2007-2026	Jianchuan	buy	mɛ⁴²	975
2027	Allen2007-2027	Eryuan	buy	mɛ⁴²	975
2028	Allen2007-2028	Heqing	buy	mɛ⁴²	975
2029	Allen2007-2029	Lanping	buy	mæ⁴²	975
2030	Allen2007-2030	Qiliqiao	buy	mɛ³²	975
2031	Allen2007-2031	Yunlong	buy	mɛ⁴²	975
2032	Allen2007-2032	Xiangyun	buy	mɛ⁴²	975
2033	Allen2007-2033	Luobenzhuo	buy	ma³¹	975
2034	Allen2007-2034	Zhoucheng	buy	mɛ³²	975
2044	Allen2007-2044	Jianchuan	call (name)	tɕʰỹ⁵⁵	164
2045	Allen2007-2045	Eryuan	call (name)	tɕʰy⁵⁵	164
2046	Allen2007-2046	Heqing	call (name)	tɕʰỹ⁵⁵	164
2047	Allen2007-2047	Lanping	call (name)	tɕʰỹ⁵⁵	164
2048	Allen2007-2048	Qiliqiao	call (name)	tɕʰy⁵⁵	164
2049	Allen2007-2049	Yunlong	call (name)	tɕʰyɛ⁵⁵	164
2050	Allen2007-2050	Xiangyun	call (name)	tsʰɯ̃⁵⁵	164
2051	Allen2007-2051	Luobenzhuo	call (name)	tsʰũẽ⁵⁵	164
2052	Allen2007-2052	Zhoucheng	call (name)	tɕʰy⁵⁵	164
820	Allen2007-820	Jianchuan	cap,hat	mo⁴⁴tsɿ³¹tɯ⁴²	1314
821	Allen2007-821	Eryuan	cap,hat	ɕɔ³¹mɔ⁵⁵tɯ⁴²	1318
822	Allen2007-822	Heqing	cap,hat	mɔu⁴⁴tɯ⁴²	1316
823	Allen2007-823	Lanping	cap,hat	mãõ⁴⁴tsɯ³³ka⁵⁵	1315
824	Allen2007-824	Qiliqiao	cap,hat	ɕɔ³¹mɔ⁵⁵	1319
825	Allen2007-825	Yunlong	cap,hat	ɕɔ³¹mo³³	1319
826	Allen2007-826	Xiangyun	cap,hat	cõ⁴²mɔ⁵⁵tsɿ³³	1321
827	Allen2007-827	Luobenzhuo	cap,hat	sæ̃⁵⁵qa⁵⁵	1320
828	Allen2007-828	Zhoucheng	cap,hat	ɕo³¹mɔ³³tɯ⁴²	1318
1837	Allen2007-1837	Jianchuan	carry (thing) on back	jɛ⁴²	983
1838	Allen2007-1838	Eryuan	carry (thing) on back	jɛ⁴²	983
1839	Allen2007-1839	Heqing	carry (thing) on back	jɛ̃⁴²	983
1840	Allen2007-1840	Lanping	carry (thing) on back	vɛ³³	994
1841	Allen2007-1841	Qiliqiao	carry (thing) on back	jɛ³²	983
1842	Allen2007-1842	Yunlong	carry (thing) on back	jɛ⁴²	983
1843	Allen2007-1843	Xiangyun	carry (thing) on back	pa³¹	1002
1844	Allen2007-1844	Luobenzhuo	carry (thing) on back	ve³³	994
1845	Allen2007-1845	Zhoucheng	carry (thing) on back	jɛ⁴²	983
1846	Allen2007-1846	Jianchuan	carry person on back	ma²¹	1015
1847	Allen2007-1847	Heqing	carry person on back	pɔu³¹	1002
1848	Allen2007-1848	Lanping	carry person on back	ma²¹	1015
1849	Allen2007-1849	Qiliqiao	carry person on back	tɛ³³	1021
1850	Allen2007-1850	Yunlong	carry person on back	pao²¹	983
1851	Allen2007-1851	Xiangyun	carry person on back	pa³¹	1002
1852	Allen2007-1852	Luobenzhuo	carry person on back	bo⁴⁴	1002
1853	Allen2007-1853	Eryuan	carry person on back		1
1854	Allen2007-1854	Zhoucheng	carry person on back	nɛ²¹	1324
4024	Allen2007-4024	Jianchuan	cat	a⁵⁵ni⁵⁵	1022
4025	Allen2007-4025	Eryuan	cat	a⁵⁵ni⁵⁵	1022
4026	Allen2007-4026	Heqing	cat	ni³⁵tɯ²¹	1031
4027	Allen2007-4027	Lanping	cat	ni⁵⁵	1040
4028	Allen2007-4028	Qiliqiao	cat	a⁵⁵mi⁵⁵	1023
4029	Allen2007-4029	Yunlong	cat	mi⁵⁵	1060
4030	Allen2007-4030	Xiangyun	cat	a⁵⁵mi⁵⁵	1023
4031	Allen2007-4031	Luobenzhuo	cat	χua⁵⁵lao³¹	1061
4032	Allen2007-4032	Zhoucheng	cat	a⁵⁵mi⁵⁵	1023
2422	Allen2007-2422	Jianchuan	chase	tɕi⁴²	241
2423	Allen2007-2423	Eryuan	chase	tɕi⁴²/te³³	241
2424	Allen2007-2424	Heqing	chase	tɕie⁴²	241
2425	Allen2007-2425	Lanping	chase	tẽ⁴²/tɕi³¹su³¹	242
2426	Allen2007-2426	Qiliqiao	chase	nɯ³¹	243
2427	Allen2007-2427	Yunlong	chase	kɛ³¹	244
2428	Allen2007-2428	Xiangyun	chase	tɕi⁴²	241
2429	Allen2007-2429	Luobenzhuo	chase	tẽ³³	242
2430	Allen2007-2430	Zhoucheng	chase	kʲi⁴²	241
4505	0	Lanping	chase	tẽ⁴²/tɕi³¹su³¹	240
4506	0	Eryuan	chase		242
3313	Allen2007-3313	Jianchuan	cheap	pʰi⁵⁵ji⁴⁴	383
3314	Allen2007-3314	Eryuan	cheap	pʰi⁵⁵ji⁴⁴	383
3315	Allen2007-3315	Heqing	cheap	pʰi⁵⁵ji⁴⁴	383
3316	Allen2007-3316	Lanping	cheap	pʰi⁵⁵ji³¹	383
3317	Allen2007-3317	Qiliqiao	cheap	pʰi⁵⁵ji⁴⁴	383
3318	Allen2007-3318	Yunlong	cheap	pʰi⁵⁵ji⁴⁴	383
3319	Allen2007-3319	Xiangyun	cheap	pʰĩ⁵⁵ji⁴⁴	383
3320	Allen2007-3320	Luobenzhuo	cheap	tɕʰy⁵⁵ʑi³¹	384
3321	Allen2007-3321	Zhoucheng	cheap	pʰi⁵⁵ji⁴⁴	383
1639	Allen2007-1639	Jianchuan	chew	tsou⁴²	116
1640	Allen2007-1640	Eryuan	chew	tsɔ⁴²	116
1641	Allen2007-1641	Heqing	chew	tsɔu⁴²	116
1642	Allen2007-1642	Lanping	chew	tsa⁴²	116
1643	Allen2007-1643	Qiliqiao	chew	tso⁴²	116
1644	Allen2007-1644	Yunlong	chew	tso⁴²	116
1645	Allen2007-1645	Xiangyun	chew	za³¹	117
1646	Allen2007-1646	Luobenzhuo	chew	ɴã⁵⁵ʐa⁴²	118
1647	Allen2007-1647	Zhoucheng	chew	tso⁴²	116
4096	Allen2007-4096	Jianchuan	chicken	ke⁵⁵	1088
4097	Allen2007-4097	Eryuan	chicken	kʲe³⁵	1088
4098	Allen2007-4098	Heqing	chicken	ke³⁵	1088
4099	Allen2007-4099	Lanping	chicken	kẽ⁵⁵	1088
4100	Allen2007-4100	Qiliqiao	chicken	ke³⁵	1088
4101	Allen2007-4101	Yunlong	chicken	ke³⁵	1088
4102	Allen2007-4102	Xiangyun	chicken	kʲe³⁵	1088
4103	Allen2007-4103	Luobenzhuo	chicken	qɛ̃³⁵	1088
4104	Allen2007-4104	Zhoucheng	chicken	ke³⁵	1088
586	Allen2007-586	Jianchuan	child	sɿ⁵⁵tsɿ³³jɤ̃³³	1256
587	Allen2007-587	Eryuan	child	ma³⁵ly³⁵ɲi²¹	1258
588	Allen2007-588	Heqing	child	sɿ⁵⁵tsɿ³³jɤ³³	1256
589	Allen2007-589	Lanping	child	sɿ⁵⁵tsɯ⁴⁴jɯ⁴⁴	1256
590	Allen2007-590	Qiliqiao	child	sɤ⁵⁵tsɤ³³nɤ³³	1256
591	Allen2007-591	Yunlong	child	ma³⁵lyɛ³³ɲi²¹	1258
592	Allen2007-592	Xiangyun	child	ɕo³¹kou⁵⁵tsɿ³³	1257
593	Allen2007-593	Luobenzhuo	child	xɔ̃⁴⁴cõ³¹tsɿ⁴⁴	1265
594	Allen2007-594	Zhoucheng	child	sɿ⁵⁵tsɿ³³ɲi³³	1256
73	Allen2007-73	Jianchuan	chilli pepper	la³⁵tsɿ³³	1179
74	Allen2007-74	Eryuan	chilli pepper	na³⁵tsɿ³¹	1179
75	Allen2007-75	Heqing	chilli pepper	la³⁵tsɿ³³	1179
76	Allen2007-76	Lanping	chilli pepper	la⁴⁴tsɯ³³	1179
77	Allen2007-77	Qiliqiao	chilli pepper	la³⁵tsɿ³¹	1179
78	Allen2007-78	Yunlong	chilli pepper	la³⁵tsɿ³¹	1179
79	Allen2007-79	Xiangyun	chilli pepper	la³⁵tsɿ³¹	1179
80	Allen2007-80	Luobenzhuo	chilli pepper	lao³¹zi³¹	1179
81	Allen2007-81	Zhoucheng	chilli pepper	la³⁵tsɿ³³	1179
2152	Allen2007-2152	Jianchuan	chop	tõ⁴²	176
2153	Allen2007-2153	Eryuan	chop	tɔ⁴²	176
2154	Allen2007-2154	Heqing	chop	tɔu⁴²	176
2155	Allen2007-2155	Lanping	chop	tu⁴²	176
2156	Allen2007-2156	Qiliqiao	chop	tuɔ³²	176
2157	Allen2007-2157	Yunlong	chop	to⁴²	176
2158	Allen2007-2158	Xiangyun	chop	tuɔ⁴²	176
2159	Allen2007-2159	Luobenzhuo	chop	tao⁴²	176
2160	Allen2007-2160	Zhoucheng	chop	tu⁴²	176
1954	Allen2007-1954	Jianchuan	chop (firewood)	tsou⁴⁴	1117
1955	Allen2007-1955	Eryuan	chop (firewood)	kʰa³³	1123
1956	Allen2007-1956	Heqing	chop (firewood)	tsou⁴⁴	1117
1957	Allen2007-1957	Lanping	chop (firewood)	tsu⁴⁴	1117
